year,selling_price,km_driven,fuel,transmission,owner,engine,max_power
2017,700000,50000,1,2,1,1248.0,74.02
2012,250000,40000,1,2,0,1399.0,68.0
2009,140000,96000,2,2,1,1061.0,67.0
2012,250000,117000,1,2,0,2498.0,112.0
2011,210000,110000,2,2,1,1086.0,68.05
2014,420000,100000,1,2,1,1498.0,98.6
2007,130000,88700,2,2,2,796.0,46.3
2012,320000,70000,2,2,1,1498.0,97.7
2010,200000,110000,2,2,1,1061.0,64.0
2016,310000,15000,2,2,0,796.0,47.3
2012,200000,80000,1,2,1,1461.0,65.0
2014,350000,50000,2,2,0,1197.0,85.8
2018,444000,15000,2,2,0,814.0,55.2
2017,300000,25000,2,2,0,799.0,53.64
2011,225000,57000,1,2,1,1461.0,64.1
2012,600000,75000,1,2,0,2523.0,62.1
2013,260000,26000,2,2,0,1196.0,73.0
2015,375000,160000,1,2,0,1120.0,71.01
2013,260000,26000,2,2,0,1196.0,73.0
2010,150000,120000,2,2,1,796.0,46.3
2014,110000,50000,2,2,1,796.0,46.3
2012,225000,40000,2,2,0,796.0,46.3
2011,400000,90000,1,2,2,1458.625015808777,91.51791898382203
2017,860000,28000,2,2,0,1497.0,117.3
2018,650000,50000,1,2,0,1248.0,74.02
2014,650000,90000,1,2,0,1248.0,88.8
2016,710000,40000,1,2,0,1396.0,88.7
2017,430000,113000,1,2,0,1498.0,99.0
2011,305000,188000,1,2,1,1248.0,75.0
2011,220000,100000,1,2,0,1399.0,68.0
2017,660000,67000,1,2,1,1493.0,100.0
2011,140000,70000,1,2,2,936.0,57.6
2017,625000,34000,1,1,0,1498.0,108.495
2012,540000,100000,2,2,1,1497.0,116.3
2017,550000,10000,2,1,0,1197.0,81.86
2018,475000,30000,2,2,0,998.0,67.04
2018,540000,7000,2,2,0,1086.0,68.0
2018,910000,20000,1,2,0,2596.0,80.8
2019,484999,4875,2,2,0,998.0,67.04
2018,950000,58511,1,2,0,1248.0,88.5
2015,365000,105000,1,2,0,1498.0,99.0
2018,900000,26235,1,2,0,2498.0,105.0
2017,919999,26766,1,2,0,1497.0,108.5
2019,1075000,23000,1,2,0,1497.0,121.0
2017,600000,24522,2,2,0,1197.0,81.8
2016,839000,63000,1,2,0,1248.0,88.5
2019,635000,2000,2,2,0,1199.0,74.0
2011,180000,190000,1,2,2,1461.0,65.0
2015,650000,80000,1,2,0,1498.0,98.6
2011,350000,80000,2,2,1,1198.0,90.0
2015,265000,54000,2,2,0,998.0,67.05
2018,330000,30000,2,2,0,999.0,67.0
2019,395000,5000,2,2,0,1196.0,73.0
2015,700000,58945,1,2,0,1493.0,100.0
2012,300000,90000,1,2,0,1399.0,68.0
2013,625000,160000,1,2,2,1248.0,88.76
2014,425000,80000,1,2,1,1598.0,103.6
2015,250000,80000,1,2,1,1405.0,69.01
2015,459999,156975,1,2,0,2523.0,62.1
2014,300000,50000,2,2,0,1199.0,82.4
2018,950000,27620,1,2,0,1498.0,98.59
2013,484999,120000,1,2,0,2179.0,120.0
2009,161000,120000,1,2,2,2498.0,112.0
2015,500000,58000,2,2,0,1197.0,81.86
2012,350000,50000,2,2,0,1498.0,97.7
2017,550000,40000,2,1,0,1197.0,81.8
2018,850000,7800,2,2,0,1199.0,88.7
2016,240000,50000,2,2,0,796.0,47.3
2015,423000,60000,2,2,1,1373.0,93.7
2011,350000,58000,1,2,1,2179.0,138.1
2011,170000,70000,2,2,2,998.0,66.1
2015,450000,70000,2,2,0,1196.0,86.8
2009,150000,110000,2,2,1,1197.0,78.9
2016,511000,80000,1,2,0,1396.0,88.73
2018,850000,59000,1,2,0,1498.0,93.87
2018,250000,110000,1,2,0,1396.0,69.0
2020,420000,25000,2,2,0,998.0,67.04
2014,180000,55000,2,2,0,796.0,47.3
2015,400000,25000,1,2,0,793.0,47.0
2016,500000,143200,1,2,0,1498.0,99.0
2012,204999,120000,1,2,0,1461.0,63.1
2014,459999,145000,1,2,1,1248.0,88.5
2017,600000,30000,2,2,0,1197.0,81.83
2019,585000,8000,2,2,0,1197.0,81.86
2012,551000,170000,1,2,0,2499.0,141.0
2013,525000,100000,1,2,0,1248.0,74.0
2012,160000,62000,2,2,0,796.0,35.0
2014,825000,110000,1,2,0,2179.0,140.0
2007,127000,137000,3,2,0,1458.625015808777,91.51791898382203
2015,600000,80000,1,2,1,2499.0,72.4
2013,550000,100000,1,2,0,1248.0,74.0
2015,650000,120000,1,2,0,2523.0,63.0
2019,750000,24000,1,2,0,1248.0,74.02
2017,380000,80000,1,2,0,1198.0,77.0
2012,400000,138000,1,2,0,1582.0,126.32
2017,750000,60000,1,2,0,1493.0,100.0
2011,150000,80000,2,2,0,995.0,62.0
2016,245000,50000,2,2,0,796.0,47.3
2013,260000,189000,1,2,0,1248.0,88.76
2014,411000,90000,1,1,1,1498.0,103.2
2014,450000,56000,1,2,0,1396.0,88.76
2016,351000,60000,2,2,0,998.0,67.04
2012,550000,130000,1,2,0,2179.0,140.0
2013,260000,189000,1,2,0,1248.0,88.76
2014,411000,90000,1,1,1,1498.0,103.2
2014,450000,56000,1,2,0,1396.0,88.76
2016,351000,60000,2,2,0,998.0,67.04
2012,550000,130000,1,2,0,2179.0,140.0
2016,750000,35000,1,2,0,1461.0,83.8
2015,800000,35000,1,2,0,1461.0,83.8
2011,350000,156000,1,2,0,2179.0,138.1
2013,200000,90000,2,2,0,796.0,47.3
2008,150000,60000,1,2,2,1405.0,70.0
2016,800000,36000,1,2,0,1461.0,108.5
2017,350000,20000,2,2,1,814.0,55.2
2011,350000,160000,1,2,0,2179.0,138.0
2006,250000,185000,1,2,0,2609.0,116.6
2010,170000,110000,1,2,1,1405.0,71.0
2018,395000,10800,2,2,0,799.0,53.3
2012,450000,120000,1,2,0,2523.0,62.1
2019,500000,15000,2,2,0,1197.0,81.8
2012,200000,67500,1,2,0,1948.0,68.0
2016,400000,50000,1,2,0,1198.0,77.0
2016,650000,100000,1,2,0,1493.0,100.0
2016,550000,150000,1,2,0,2523.0,63.0
2012,254999,30000,2,2,0,796.0,47.3
2011,180000,60000,2,2,0,796.0,46.3
2008,225000,120000,1,2,1,1991.0,123.7
2015,270000,49900,2,2,1,796.0,47.3
2012,310000,86000,1,2,0,1248.0,88.8
2015,225000,71850,2,2,0,1198.0,67.0
2015,300000,95000,1,2,2,1248.0,75.0
2008,250000,70000,2,2,2,1298.0,85.8
2011,180000,35000,2,2,0,814.0,55.2
2015,550000,50000,2,2,0,1197.0,83.14
2007,300000,120000,1,2,2,2523.0,63.0
2015,900000,145000,1,2,0,1582.0,126.2
2012,254999,190000,1,2,2,1458.625015808777,91.51791898382203
2015,590000,110000,1,2,0,1248.0,74.0
2008,170000,112000,4,2,1,1061.0,57.5
2016,475000,110000,1,2,0,1248.0,73.94
2018,700000,29000,1,2,0,1186.0,73.97
2011,376000,60000,2,2,0,998.0,67.1
2012,440000,120000,1,1,2,2179.0,120.0
2016,390000,80000,2,2,0,998.0,67.04
2012,325000,110000,1,2,1,2523.0,62.1
2010,170000,75000,2,2,1,796.0,46.3
2010,215000,120000,1,2,2,1248.0,73.9
2010,350000,110000,2,2,2,1497.0,118.0
2009,80000,80000,2,2,2,995.0,62.0
2012,195000,80000,2,2,1,814.0,55.2
2011,280000,85000,1,2,0,1458.625015808777,91.51791898382203
2014,335000,71000,1,2,0,1461.0,84.8
2011,475000,108000,1,2,0,2179.0,140.0
2015,484999,75000,1,2,0,1461.0,83.8
2018,650000,22000,2,2,1,1462.0,103.25
2018,700000,30000,2,2,1,1197.0,81.83
2018,900000,60000,1,2,0,2523.0,75.0
2013,350000,80000,1,2,0,1199.0,73.9
2017,750000,51777,1,2,0,1248.0,88.5
2018,600000,20000,2,2,0,1199.0,88.76
2018,565000,19000,2,2,0,999.0,75.0
2016,329000,19000,2,2,0,1198.0,67.0
2016,650000,50000,1,2,0,1498.0,98.59
2015,822000,60000,1,2,0,1582.0,126.2
2013,345000,100000,1,2,1,1461.0,108.45
2012,330000,50000,1,2,1,1248.0,74.0
2014,300000,74537,2,2,1,998.0,67.04
2009,200000,90000,2,1,1,1586.0,103.3
2012,200000,80000,1,2,1,1458.625015808777,91.51791898382203
2010,90000,70000,2,2,1,995.0,62.0
2010,200000,80000,2,2,1,1061.0,67.0
2016,550000,35000,1,2,0,1120.0,71.0
2015,250000,23500,2,2,0,1199.0,76.8
2017,975000,82000,1,2,0,1498.0,97.9
2018,610000,15000,2,2,0,1197.0,81.83
2017,620000,30000,1,2,0,1248.0,74.0
2016,400000,30000,2,2,0,1197.0,82.0
2019,500000,11000,2,2,0,998.0,67.0
2017,200000,140000,2,2,0,1198.0,67.05
2016,360000,110000,1,2,0,1248.0,88.7
2012,252000,48000,2,2,0,998.0,67.1
2012,280000,70000,1,2,1,1248.0,74.0
2018,509999,70000,2,2,1,1197.0,81.8
2016,1050000,58000,1,2,0,1997.0,120.0
2010,200000,40000,4,2,2,1061.0,57.5
2010,320000,40000,1,2,1,2498.0,112.0
2013,520000,110000,1,2,0,2179.0,120.0
2007,250000,80000,1,2,1,2179.0,138.1
2017,725000,60000,1,2,0,1248.0,88.5
2015,585000,50000,1,2,0,2523.0,62.1
2017,430000,25000,2,2,0,1199.0,84.0
2011,235000,100000,1,2,1,1248.0,74.0
2012,350000,52000,1,2,2,1248.0,73.9
2010,131000,80000,2,2,2,1086.0,68.05
2016,450000,85000,1,2,0,1498.0,98.6
2016,750000,83000,1,2,0,1248.0,88.5
2013,200000,50000,2,2,0,796.0,47.3
2009,125000,120000,2,2,2,1061.0,67.0
2014,500000,100000,1,2,0,2523.0,62.1
2012,380000,70000,1,2,2,1248.0,74.0
2008,128000,19000,2,2,0,796.0,46.3
2009,250000,68600,2,2,2,1497.0,118.0
2017,690000,60000,1,2,0,1493.0,70.0
2014,650000,65000,1,2,1,2523.0,62.1
2012,560000,40000,2,2,1,1497.0,116.3
2012,120000,160000,1,2,1,1458.625015808777,91.51791898382203
2016,400000,25000,2,2,0,998.0,67.04
2012,200000,29500,2,2,0,998.0,67.1
2018,950000,13887,2,2,0,1591.0,121.3
2016,300000,50000,2,2,1,796.0,47.3
2016,315000,30000,2,2,1,799.0,53.3
2012,220000,100000,2,2,0,796.0,47.3
2011,130000,60000,2,2,1,1399.0,92.7
2016,595000,60000,1,2,1,1396.0,88.73
2011,110000,120000,1,2,0,1405.0,70.0
2017,680000,13500,2,2,0,1497.0,121.36
2013,280000,52000,1,2,0,1248.0,75.0
2017,530000,30000,2,2,1,1197.0,83.1
2017,610000,14000,2,2,0,1197.0,82.0
2014,500000,90000,1,2,1,2179.0,147.9
2018,500000,50000,1,2,0,1047.0,69.0
2010,250000,120000,1,2,1,2489.0,95.0
2018,325000,10000,2,2,0,814.0,55.2
2018,550000,10000,2,2,0,1197.0,83.1
2018,720000,25000,2,2,0,1373.0,91.1
2017,950000,20000,2,2,0,1591.0,121.3
2013,350000,60000,1,2,0,1248.0,74.0
2018,500000,40000,2,2,0,1197.0,81.86
2012,380000,60000,1,2,0,1248.0,73.9
2015,380000,50000,2,1,0,1197.0,82.0
2017,900000,20000,2,2,0,1591.0,121.3
2017,295000,35000,2,2,0,796.0,47.3
2016,640000,40000,1,2,0,1248.0,88.5
2018,790000,60000,1,2,0,1497.0,108.5
2015,625000,20000,2,2,0,1591.0,121.4
2017,604000,30000,2,2,1,1497.0,121.36
2015,315000,29000,2,2,0,998.0,67.05
2019,950000,17000,1,2,0,1497.0,115.0
2017,400000,50000,2,2,0,998.0,67.04
2018,700000,42000,2,1,0,1368.0,98.63
2012,260000,110000,1,2,0,1461.0,65.0
2012,200000,90000,1,2,0,1396.0,70.0
2020,580000,70000,2,2,0,1197.0,88.5
2011,330000,66000,1,2,1,1598.0,105.0
2011,400000,70000,1,2,2,1493.0,110.0
2014,250000,50000,1,2,1,1461.0,65.0
2019,725000,25000,2,2,0,1598.0,103.2
2013,300000,70000,1,2,0,1248.0,74.0
2006,120000,40000,2,2,1,796.0,37.0
2009,380000,150000,1,2,0,2179.0,138.0
2014,400000,45000,1,2,0,1405.0,70.0
2011,229999,140000,1,2,1,2179.0,138.1
2011,550000,106000,1,1,1,1968.0,138.1
2008,150000,60000,2,2,2,1150.0,74.9
2017,265000,40000,2,2,1,796.0,34.2
2011,300000,138000,2,2,2,1197.0,80.0
2015,280000,80000,2,2,0,796.0,47.3
2015,350000,50000,2,2,0,1199.0,82.4
2009,200000,120000,2,2,0,1197.0,85.8
2018,550000,24400,2,2,0,1197.0,81.8
2013,400000,60000,1,2,1,2523.0,62.1
2010,170000,120000,2,2,1,1197.0,85.8
2015,600000,60000,1,2,1,1396.0,88.7
2011,130000,100000,2,2,1,796.0,46.3
2007,120000,60000,3,2,1,1458.625015808777,91.51791898382203
2011,100000,120000,2,2,1,796.0,37.0
2016,310000,27500,2,2,0,799.0,53.3
2007,35000,10000,2,2,0,796.0,37.0
2010,200000,120000,2,2,2,1197.0,80.0
2009,270000,70000,1,2,1,1458.625015808777,91.51791898382203
2015,650000,80000,1,2,0,1396.0,88.73
2013,210000,120000,2,2,0,1193.0,64.1
2015,509999,90000,1,2,0,1120.0,71.01
2013,229999,70000,1,2,0,1399.0,68.1
2014,409999,188000,1,2,1,1461.0,108.45
2011,130000,67840,2,2,0,995.0,62.0
2013,95000,30000,2,2,0,624.0,37.48
2016,225000,35000,2,2,1,796.0,47.3
2010,256999,150000,1,2,1,1458.625015808777,91.51791898382203
2017,775000,100000,1,2,0,1248.0,88.5
2017,420000,30000,2,2,0,998.0,67.04
2016,480000,70000,2,2,0,1197.0,82.0
2011,210000,84050,2,2,0,1458.625015808777,91.51791898382203
2018,600000,15000,2,2,0,1199.0,74.0
2009,140000,140000,1,2,1,1399.0,68.0
2010,130000,120000,2,2,2,796.0,35.0
2007,195000,112880,1,2,0,1248.0,74.0
2013,210000,135000,1,2,1,1405.0,70.0
2006,130000,80000,2,2,2,998.0,67.1
2012,141000,128000,2,2,2,1199.0,79.4
2011,280000,120000,1,2,0,2523.0,63.0
2010,350000,30000,2,1,0,1586.0,103.2
2018,575000,70000,2,2,0,1198.0,108.5
2015,550000,41000,2,2,0,1197.0,81.83
2011,420000,28100,2,2,0,1458.625015808777,91.51791898382203
2006,120000,30000,2,2,1,796.0,46.3
2015,320000,30000,2,2,0,998.0,67.05
2011,250000,35000,2,2,0,1495.0,93.7
2010,300000,22000,2,2,0,1586.0,104.68
2006,250000,70000,2,2,0,998.0,67.1
2018,750000,70000,1,2,0,1493.0,70.0
2011,300000,120000,1,2,0,2179.0,138.03
2019,577000,3000,2,2,0,1197.0,81.8
2012,229999,50000,2,2,0,998.0,67.1
2013,500000,50000,1,2,0,2523.0,62.1
2019,840000,1500,2,1,0,1199.0,88.7
2017,900000,74000,1,2,0,1498.0,108.6
2017,650000,25000,2,2,0,1199.0,88.7
2016,650000,61915,1,2,0,1498.0,98.6
2016,250000,110000,2,2,0,814.0,55.2
2016,550000,70000,1,2,0,1498.0,88.0
2007,250000,150000,1,2,2,1248.0,75.0
2013,350000,110000,1,2,1,1493.0,100.0
2014,185000,90000,1,2,1,936.0,56.3
2010,229999,120000,2,2,2,1196.0,70.0
2016,1000000,65000,1,2,0,2494.0,100.6
2019,490000,10000,2,2,0,1197.0,81.8
2009,150000,80000,2,2,1,1197.0,78.9
2013,600000,184000,1,2,0,1248.0,88.76
2013,270000,80000,3,2,1,998.0,58.33
2008,150000,89000,2,2,1,1586.0,104.68
2014,335000,33033,2,2,0,1198.0,86.8
2013,525000,69000,1,2,1,1248.0,74.0
2015,465000,63063,2,1,0,1197.0,82.0
2012,83000,90000,1,2,1,1396.0,69.0
2017,300000,8000,2,2,0,814.0,55.2
2012,350000,35000,2,2,0,1197.0,80.0
2011,300000,45000,2,2,0,1197.0,80.0
2011,250000,30000,1,2,0,1248.0,91.2
2006,114999,59000,2,2,1,796.0,37.0
2018,700000,6200,2,2,0,1462.0,103.0
2020,250000,120000,2,2,1,998.0,67.0
2016,350000,70000,2,2,0,998.0,67.04
2017,850000,110000,1,2,0,2523.0,75.0
2007,90000,93000,2,2,2,995.0,62.0
2014,600000,110000,1,2,0,2499.0,72.4
2007,135000,57000,2,2,0,796.0,46.3
2012,259000,35000,1,2,0,1396.0,69.0
2012,220000,90000,1,2,0,1396.0,69.0
2012,246000,35000,1,2,1,1396.0,69.0
2009,240000,120000,2,2,0,1298.0,85.8
2018,946000,60000,1,2,0,1396.0,88.7
2011,215000,70000,1,2,0,1396.0,69.0
2013,310000,100000,1,2,0,1498.0,98.6
2008,220000,35000,2,2,0,1197.0,78.9
2008,195000,90000,1,2,2,1248.0,75.0
2015,650000,50000,2,2,0,1197.0,81.86
2011,350000,98000,2,2,0,1197.0,80.0
2013,360000,30000,2,2,0,1197.0,82.85
2013,550000,50000,2,2,1,1797.0,147.5
2016,490000,26000,2,2,0,1197.0,82.0
2011,195000,46000,2,2,1,796.0,46.3
2010,125000,80000,2,2,2,796.0,46.3
2019,459999,10000,2,2,0,1199.0,84.0
2015,275000,16700,2,2,0,796.0,47.3
2018,680000,70000,1,2,0,1248.0,74.02
2015,600000,7967,2,2,0,1197.0,83.14
2018,720000,20000,2,2,0,1197.0,81.8
2011,295000,50000,1,2,0,1458.625015808777,91.51791898382203
2016,356000,9656,2,2,0,799.0,53.3
2011,225000,50000,2,2,0,1086.0,68.05
2019,725000,17000,1,2,0,1498.0,98.63
2010,130000,50000,2,2,0,995.0,62.0
2015,300000,10000,2,2,0,799.0,53.3
2013,400000,43000,2,2,1,1197.0,82.85
2013,550000,50000,1,2,0,1396.0,88.7
2006,120000,90000,2,2,1,998.0,67.0
2012,409999,100000,1,2,1,2498.0,112.0
2010,110000,80000,2,2,1,1086.0,62.1
2012,450000,120000,1,2,0,2523.0,62.1
2019,610000,5000,2,2,0,1197.0,81.8
2016,515000,68609,1,2,0,1498.0,89.84
2018,925000,33360,1,2,0,1498.0,98.59
2019,860000,14317,2,2,0,1498.0,104.55
2012,225000,87237,1,2,1,1399.0,68.05
2017,500000,62960,1,2,0,1498.0,99.0
2017,600000,26634,2,1,0,1197.0,81.8
2012,195000,163720,1,2,0,1399.0,68.0
2012,265000,67998,2,2,0,998.0,67.1
2018,650000,20706,1,2,0,1499.0,98.63
2015,415000,100581,1,2,0,1498.0,99.0
2015,600000,67303,1,2,0,1461.0,83.8
2013,340000,79139,2,2,0,1197.0,85.8
2014,350000,84784,1,2,0,1120.0,70.0
2012,265000,130376,1,2,1,1248.0,73.94
2017,625000,72000,1,2,0,2179.0,138.03
2008,245000,127000,1,2,1,1493.0,110.0
2014,395000,120000,1,2,0,1248.0,74.0
2010,190000,120000,1,2,1,1458.625015808777,91.51791898382203
2014,490000,100000,1,2,0,1120.0,71.0
2012,450000,148000,1,2,1,1458.625015808777,91.51791898382203
2018,955000,40000,1,2,0,1248.0,88.5
2013,525000,110000,1,2,0,1248.0,74.0
2017,550000,30000,2,2,0,1199.0,84.0
2014,200000,120000,1,2,1,1405.0,70.0
2017,500000,15000,2,2,0,1196.0,86.8
2016,825000,33500,1,2,0,1248.0,88.5
2012,250000,70000,1,2,0,1493.0,100.0
2015,600000,10000,2,2,0,1197.0,78.8
2016,770000,50000,1,2,0,1493.0,100.0
2011,415000,78432,1,2,0,1991.0,123.7
2018,530000,80000,1,2,0,1498.0,99.23
2012,310000,50000,2,2,1,1198.0,86.8
2017,390000,20000,2,2,0,1199.0,84.0
2016,700000,30000,2,2,0,1591.0,121.3
2010,200000,70000,2,2,1,1086.0,68.05
2014,580000,97000,1,2,0,1498.0,98.6
2014,200000,60000,2,2,1,814.0,55.2
2013,245000,25000,2,2,0,1199.0,84.8
2010,210000,94000,2,2,1,1197.0,78.9
2019,660000,35000,1,2,0,1248.0,74.0
2015,630000,117500,2,2,1,1497.0,117.3
2018,740000,8000,2,2,0,1197.0,81.83
2017,570000,25000,2,2,0,1196.0,86.8
2012,450000,60000,1,2,2,1582.0,126.32
2019,390000,10000,2,2,0,999.0,67.0
2009,180000,70000,2,2,1,1597.0,92.0
2015,130000,60000,2,2,0,624.0,37.48
2006,170000,90000,2,2,2,1599.0,103.2
2018,490000,25000,2,2,0,1199.0,84.0
2012,280000,60000,1,2,1,1498.0,88.7
2018,390000,25000,2,2,0,1199.0,84.0
2013,170000,60000,2,2,2,796.0,47.3
2008,45000,70000,2,2,0,995.0,62.0
2016,640000,80000,1,2,1,1248.0,88.5
2015,650000,110000,1,2,1,2523.0,75.0
2013,500000,115717,1,2,0,2179.0,120.0
2008,90000,110000,1,2,1,1399.0,68.0
2014,480000,70000,1,2,1,2179.0,147.9
2019,630000,4000,2,2,0,1197.0,81.8
2011,250000,50000,2,2,0,1197.0,78.9
2016,330000,70000,2,2,2,1197.0,82.0
2009,180000,70000,2,2,1,1197.0,78.9
2010,210000,50000,2,2,1,1197.0,80.0
2016,550000,55000,1,2,0,1248.0,74.0
2020,950000,5000,2,1,0,1198.0,108.5
2013,430000,100000,1,2,1,2523.0,62.1
2014,348000,23000,2,2,1,1197.0,78.9
2014,196000,60000,2,2,1,796.0,47.3
2010,150000,70000,2,2,1,1061.0,67.0
2009,150000,60000,2,2,1,1061.0,67.0
2015,600000,90000,1,2,2,1248.0,88.76
2010,65000,26432,2,2,0,624.0,37.48
2016,220000,46702,2,2,0,796.0,34.2
2016,220000,46706,2,2,0,796.0,34.2
2006,110000,53523,2,2,0,1193.0,64.4
2012,175000,56365,1,2,0,936.0,56.3
2011,160000,49563,2,2,0,995.0,62.1
2007,120000,53512,2,2,1,796.0,46.3
2010,220000,46533,2,2,0,998.0,67.1
2008,114999,58632,2,2,1,796.0,35.0
2008,110000,58632,4,2,1,1458.625015808777,91.51791898382203
2016,850000,80000,1,1,1,2179.0,140.0
2016,750000,70000,1,2,0,1248.0,88.5
2017,265000,90000,2,2,0,999.0,67.0
2014,450000,110000,2,2,1,1596.0,99.6
2013,225000,90000,1,2,0,1493.0,100.0
2009,270000,80000,2,2,0,1197.0,85.0
2007,130000,78000,2,2,0,796.0,46.3
2017,660000,45000,1,2,0,1493.0,70.0
2015,240000,50000,2,2,1,998.0,67.05
2017,275000,58000,2,2,0,796.0,47.3
2007,65000,30000,2,2,1,1150.0,76.0
2017,850000,162000,1,2,0,2179.0,147.94
2016,300000,50000,3,2,1,998.0,58.16
2018,555000,25000,2,2,1,1197.0,81.83
2015,825000,60000,1,2,0,1997.0,120.0
2010,150000,70000,4,2,2,1086.0,62.1
2009,185000,138000,1,2,1,1248.0,73.9
2010,180000,70000,2,2,1,1197.0,78.9
2010,160000,48000,2,2,1,796.0,46.3
2012,500000,110000,1,1,0,2953.0,153.86
2014,375000,88000,1,2,1,1248.0,74.0
2015,900000,68000,1,2,0,2494.0,100.6
2017,459999,70000,2,2,0,1197.0,82.0
2014,480000,80000,1,2,0,1461.0,83.8
2013,320000,100000,1,2,2,1248.0,74.0
2013,370000,96000,1,2,1,1248.0,74.0
2016,400000,60000,1,2,2,1248.0,73.94
2014,425000,65000,1,2,0,1248.0,74.0
2014,325000,48000,2,2,0,998.0,67.04
2016,350000,65300,2,2,1,1197.0,82.0
2018,600000,40000,2,2,0,1197.0,81.83
2012,120000,60000,1,2,1,936.0,57.6
2012,200000,70000,2,2,1,998.0,67.1
2008,100000,70000,2,2,2,796.0,46.3
2014,350000,70000,1,2,1,1120.0,70.0
2006,85000,150000,2,2,1,796.0,46.3
2019,399000,10000,2,2,0,998.0,67.05
2014,580000,56000,1,2,0,1582.0,126.3
2017,290000,30000,2,2,0,799.0,53.64
2014,380000,50000,2,2,1,1197.0,82.0
2010,200000,120000,1,2,0,1399.0,68.0
2018,390000,40000,3,2,0,998.0,58.16
2017,500000,27500,2,2,0,1197.0,81.86
2012,520000,73000,1,2,0,1248.0,88.76
2017,650000,75000,1,2,0,1248.0,74.0
2018,380000,5000,2,2,0,999.0,67.0
2010,275000,50000,4,2,0,998.0,58.2
2015,520000,70000,1,2,0,1248.0,74.0
2015,610000,60000,1,2,0,1248.0,74.0
2013,490000,95000,1,2,0,1461.0,83.8
2015,229999,34000,2,2,1,814.0,55.2
2015,411000,25000,2,2,0,1197.0,82.0
2019,362000,120000,3,2,1,1196.0,61.7
2014,550000,31000,1,2,0,1364.0,67.06
2018,459999,70000,3,2,0,998.0,58.16
2011,190000,47000,2,2,0,1197.0,85.8
2019,499000,5000,2,1,0,1086.0,68.0
2018,358000,44000,2,2,0,1196.0,73.0
2012,278000,120000,1,2,1,1364.0,67.1
2014,320000,39395,1,2,0,1248.0,75.0
2013,580000,67000,1,2,1,1461.0,108.5
2018,825000,40000,1,2,0,1498.0,98.6
2018,490000,7000,2,2,0,1086.0,68.0
2018,1050000,15000,1,2,0,2179.0,140.0
2016,210000,50000,2,2,0,1199.0,76.8
2012,320000,120000,1,2,1,1248.0,74.0
2012,400000,64000,1,2,0,1991.0,123.7
2013,320000,120000,1,2,0,1248.0,73.94
2012,600000,85000,1,2,0,1364.0,87.2
2012,275000,50000,2,2,0,998.0,67.1
2009,170000,59000,2,2,1,796.0,46.3
2012,155000,98000,1,2,0,936.0,57.6
2012,240000,70000,1,2,0,1458.625015808777,0.0
2012,240000,70000,1,2,0,1458.625015808777,0.0
2011,320000,120000,1,2,1,1458.625015808777,91.51791898382203
2015,620000,140000,1,2,1,1461.0,83.8
2017,530000,50000,2,2,0,1197.0,81.86
2015,550000,40000,1,2,0,1364.0,67.04
2014,600000,90000,1,2,0,1498.0,98.6
2014,649000,117000,1,2,2,2179.0,140.0
2014,625000,90000,1,2,0,1498.0,98.6
2010,125000,70000,2,2,0,995.0,63.0
2010,285000,155000,2,2,1,1586.0,103.3
2015,600000,60000,1,2,1,2179.0,138.03
2016,426000,110000,2,2,0,1198.0,82.0
2010,180000,120000,1,2,0,1405.0,71.0
2011,400000,100000,1,2,1,1582.0,126.32
2010,120000,40000,2,2,1,1199.0,79.4
2012,300000,110000,1,2,1,1248.0,88.8
2011,190000,92500,2,2,1,998.0,67.1
2017,310000,20000,2,2,0,796.0,47.3
2019,380000,15000,2,2,0,799.0,53.3
2019,740000,14000,1,2,0,1493.0,70.0
2016,260000,35000,2,2,0,799.0,53.64
2017,320000,32000,2,2,1,998.0,67.05
2013,211000,90000,3,2,0,998.0,58.16
2018,650000,35000,2,2,0,1197.0,81.8
2017,651000,32500,1,2,1,1248.0,74.02
2014,160000,70000,1,2,2,936.0,56.3
2015,405000,100000,1,2,0,1248.0,74.0
2015,850000,64800,1,2,0,2179.0,140.0
2017,680000,90000,1,2,0,1493.0,70.0
2014,426999,80000,2,2,0,1197.0,82.0
2015,869999,120000,1,2,0,1582.0,126.2
2010,160000,66444,4,2,0,998.0,58.2
2016,700000,86000,1,2,0,1248.0,88.5
2012,300000,90000,1,2,0,1461.0,84.8
2014,525000,70000,1,2,1,2498.0,105.0
2015,345000,60000,1,2,0,1120.0,70.0
2015,390000,50000,2,2,0,1198.0,86.7
2015,275000,20000,2,2,0,1198.0,67.0
2014,310000,35000,2,2,0,1199.0,82.4
2017,500000,20000,2,2,0,1197.0,81.86
2013,200000,70000,1,2,0,1248.0,76.9
2018,650000,53000,1,2,0,1498.0,88.0
2018,1031000,60000,1,2,0,1498.0,97.9
2018,330000,70000,2,2,0,998.0,68.05
2019,399000,4000,2,2,0,1086.0,68.0
2012,250000,103000,2,2,0,1197.0,78.9
2017,600000,20000,1,2,0,1186.0,73.97
2013,375000,77000,1,2,0,1248.0,74.0
2012,375000,90000,1,2,0,1598.0,103.6
2013,445000,87185,1,2,1,1582.0,126.3
2016,611000,77000,1,2,0,1396.0,88.73
2014,459999,110000,1,2,1,1396.0,88.7
2011,275000,120000,1,2,1,1399.0,68.0
2011,185000,170000,3,2,0,1086.0,62.1
2012,390000,100000,1,2,1,1582.0,126.32
2007,72000,40000,2,2,1,995.0,62.0
